precision,recall,f1,map50,map50_95,tp,fp,fn,mean_angle_error_deg,median_angle_error_deg,n_matches
0.8374999999895312,0.9571428571291837,0.8933333328236444,0.8799385046273211,0.5936432930824866,67,13,3,78.82751373746503,75.12066650390625,67
