precision,recall,f1,map50,map50_95,tp,fp,fn,mean_angle_error_deg,median_angle_error_deg,n_matches
0.06512890094970811,0.6857142857044898,0.11895910764796262,0.17890413182297477,0.04688168402979413,48,689,22,86.19150710105896,86.20176315307617,48
